text,label,source
How are you. Its been ages. How's abj,0,sms_legacy
"Dear customer, we detected a security alert on your account. To restore access, please update your information. Your account may be locked until you reactivate it.

Keywords: blocked account closed expired identity theft temporary hold

Sincerely,
Jordan Patel",1,phishing
Heehee that was so funny tho,0,sms_legacy
Can you do online transaction?,0,sms_legacy
I don't know but I'm raping dudes at poker,0,sms
"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",1,sms
I tot it's my group mate... Lucky i havent reply... Wat time do Ã¼ need to leave... ,0,sms_legacy
Sorry that was my uncle. I.ll keep in touch,0,sms_legacy
Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...,0,sms
Great News! Call FREEFONE 08006344447 to claim your guaranteed å£1000 CASH or å£2000 gift. Speak to a live operator NOW!,1,sms
"Subject: Conference registration

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

I'll share the slides later today.

Best,
Alex Khan",0,phishing
Wot about on wed nite I am 3 then but only til 9!,0,sms_legacy
"Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: 24 hours, act now, deadline, now

Regards,
Jordan Singh",1,phishing
"Hi this is yijue, can i meet u at 11 tmr?",0,sms_legacy
"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",0,sms_legacy
yes baby! I need to stretch open your pussy!,0,sms_legacy
"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...",0,sms_legacy
"Attention, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: urgent, hurry, immediate, deadline, expires midnight, expires soon

Support Desk,
Morgan Brown",1,phishing
"Subject: Conference registration

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Appreciate your feedback on this draft.

Best,
Taylor Brown",0,phishing
"Attention, this is an expires today notice regarding your account. Your access will expire soon. To avoid interruption, act now. This offer is last chance and ends soon. Follow the instructions now.

Keywords: act fast asap don't wait expires quick

Regards,
Jamie Khan",1,phishing
I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.,0,sms
Shall i ask one thing if you dont mistake me.,0,sms
"Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: business trip, single, emergency, widower, lonely, replacement cards

Support Desk,
Casey Singh",1,phishing
"Attention, your account has been locked. Use the secure link to verify your username and restore access. Enter your verification code to continue.

Keywords: update password authentication activation code access code

Risk Operations,
Jordan Kim",1,phishing
"Account holder, congratulations! You are the winner of a reward. To redeem your gift of ₹80,000, please provide your routing number to process the total. This offer is limited time.

Keywords: commission money investment 10,000

Regards,
Morgan Singh",1,phishing
"Win the newest âHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",1,sms_legacy
"Subject: Meeting follow-up

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Let me know if the timing works for you.

Best,
Alex Lee",0,phishing
"complimentary 4 STAR Ibiza Holiday or Â£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",1,sms_legacy
"Subject: Welcome aboard

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

I'll share the slides later today.

Best,
Alex Garcia",0,phishing
"Subject: Code review summary

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

I'll share the slides later today.

Best,
Taylor Singh",0,phishing
"I'll see if I can swing by in a bit, got some things to take care of here firsg",0,sms_legacy
"Attention, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: auto-generated, announcement, warning, sensitive, classified

Account Services,
Taylor Lee",1,phishing
Printer is cool. I mean groovy. Wine is groovying,0,sms
Lol well don't do it without me. We could have a big sale together.,0,sms_legacy
Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),1,sms_legacy
Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,0,sms_legacy
"Attention, congratulations! You are the winner of a prize. To redeem your payment of $10,000, please provide your credit card to process the total. This offer is available today only.

Keywords: gift redeem euros

Support Desk,
Jamie Garcia",1,phishing
ILL B DOWN SOON,0,sms_legacy
Hmm .. Bits and pieces lol ... *sighs* ...,0,sms
"Dear user, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: ran into, unexpected situation, understand these, remembered you mentioning, stranded traveler, temporary loan

Security Team,
Taylor Martinez",1,phishing
"It's fine, imma get a drink or somethin. Want me to come find you?",0,sms
"Subject: Meeting follow-up

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Feel free to add notes before we meet.

Best,
Jordan Wong",0,phishing
"Attention, we detected a login attempt on your account. To restore access, please update your information. Your account may be locked until you recover it.

Keywords: blocked compromised

Security Team,
Taylor Kim",1,phishing
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",1,sms_legacy
"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",0,sms_legacy
K...k...yesterday i was in cbe .,0,sms_legacy
"Dear user, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: download, confidential, go to, visit, tell friends, do not reply

IT Desk,
Sam Singh",1,phishing
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs ,1,sms_legacy
"Dear user, congratulations! You are the selected recipient of a refund. To collect your gift of £2,500, please provide your routing number to process the amount. This offer is available today only.

Keywords: euros prize

Regards,
Jamie Singh",1,phishing
"Hello, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: private, attachment, spread, tell friends, alert, announcement

Regards,
Avery Wong",1,phishing
"Dear user, this is the paypal accounts team. There are policy violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a restriction.

Keywords: legal mastercard netflix fbi ebay

Sincerely,
Riley Patel",1,phishing
Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,0,sms_legacy
"Subject: Documentation review

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Feel free to add notes before we meet.

Best,
Jamie Brown",0,phishing
"Almost there, see u in a sec",0,sms
"Subject: Project update

Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Appreciate your feedback on this draft.

Best,
Morgan Kim",0,phishing
"I'm in solihull, | do you want anything?",0,sms_legacy
S.i'm watching it in live..,0,sms
"Notice, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: spyware, infection, trojan

IT Desk,
Jordan Martinez",1,phishing
"Subject: Weekly status report

Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Thanks for reviewing the document.

Best,
Avery Singh",0,phishing
What are youdoing later? Sar xxx,0,sms_legacy
"Subject: Research discussion

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Thanks for reviewing the document.

Best,
Casey Wong",0,phishing
Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X,1,sms_legacy
"Attention, your account has been locked. Use the secure link to update password and restore access. Enter your 2FA code to continue.

Keywords: login two factor

Account Services,
Jamie Kim",1,phishing
"Hello, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: it department, antivirus, repair

Support Desk,
Sam Brown",1,phishing
"Dear user, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: problem, database, support team, maintenance, spyware, fix

Support Desk,
Jordan Khan",1,phishing
"Dear user, final warning. Failure to respond will terminate your account. Immediate action is required to avoid fine. Your case will be referred to court if unresolved.

Keywords: summons confiscate cease

Compliance Team,
Jamie Wong",1,phishing
They r giving a second chance to rahul dengra.,0,sms_legacy
"Erm Û_ ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",0,sms
"Sure, whenever you show the fuck up &gt;:(",0,sms
"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",0,sms
I wonder if you'll get this text?,0,sms
"I'd say that's a good sign but, well, you know my track record at reading women",0,sms_legacy
"Dear user, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: soldier, zelle, syria, we met

Sincerely,
Jordan Kim",1,phishing
"Hello, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: no-reply, secret, system generated, classified

Security Team,
Morgan Nguyen",1,phishing
"Attention, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: do not reply, update, delete after reading, notice, secret

Compliance Team,
Alex Khan",1,phishing
"Notice, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: spyware, maintenance, ransomware, technical support, issue, trojan

IT Desk,
Avery Singh",1,phishing
I'm still looking for a car to buy. And have not gone 4the driving test yet.,0,sms_legacy
"Subject: Onboarding checklist

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Avery Kim",0,phishing
"Subject: Budget planning

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Sam Martinez",0,phishing
"Subject: Meeting follow-up

Sharing the revised documentation with examples. The endpoints are described in section two.

I'll share the slides later today.

Best,
Avery Garcia",0,phishing
No problem baby. Is this is a good time to talk? I called and left a message.,0,sms_legacy
Umma my life and vava umma love you lot dear,0,sms_legacy
"Subject: Networking event details

Sharing the revised documentation with examples. The endpoints are described in section two.

Let me know if the timing works for you.

Best,
Avery Garcia",0,phishing
"Account holder, final warning. Failure to respond will terminate your account. Immediate action is required to avoid fine. Your case will be referred to court if unresolved.

Keywords: seize breach violation arrest

Risk Operations,
Alex Garcia",1,phishing
Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,0,sms_legacy
"Subject: Project update

Sharing the revised documentation with examples. The endpoints are described in section two.

Feel free to add notes before we meet.

Best,
Avery Nguyen",0,phishing
"Subject: Networking event details

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Thanks for reviewing the document.

Best,
Avery Khan",0,phishing
"Notice, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: deadline, final notice, limited offer, hurry, immediate

Account Services,
Casey Nguyen",1,phishing
"Subject: Meeting follow-up

Sharing the revised documentation with examples. The endpoints are described in section two.

I'll share the slides later today.

Best,
Morgan Singh",0,phishing
"Subject: Classroom logistics

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Jordan Singh",0,phishing
Do u still have plumbers tape and a wrench we could borrow?,0,sms_legacy
Id have to check but there's only like 1 bowls worth left,0,sms_legacy
My sister got placed in birla soft da:-),0,sms_legacy
"Hello, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: expires soon, expires today, hurry, last chance, expires

Account Services,
Cameron Wong",1,phishing
"Hello, congratulations! You are the winner of a reward. To collect your gift of ₹80,000, please provide your routing number to process the total. This deal is limited time.

Keywords: money fee

Sincerely,
Taylor Brown",1,phishing
"Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: cards, hospital, business trip, love

IT Desk,
Jordan Kim",1,phishing
"Hello, your account has been suspended. Use the secure link to reset password and restore access. Enter your 2FA code to continue.

Keywords: change password update password recover account

Account Services,
Cameron Brown",1,phishing
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",0,sms
"Hello, this is the state security team. There are security violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a suspension.

Keywords: federal account mcafee

IT Desk,
Cameron Kim",1,phishing
"Sir Goodmorning, Once free call me.",0,sms
"Notice, congratulations! You are the winner of a prize. To claim your payment of $1,200, please provide your credit card to process the amount. This deal is available today only.

Keywords: cost jackpot inheritance

Sincerely,
Morgan Lee",1,phishing
"Subject: Team lunch planning

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Feel free to add notes before we meet.

Best,
Cameron Garcia",0,phishing
"Goodmorning, today i am late for 1hr.",0,sms_legacy
"Subject: Onboarding checklist

Sharing the revised documentation with examples. The new endpoints are described in section two.

Thanks for reviewing the document.

Best,
Sam Singh",0,phishing
No did you check? I got his detailed message now,0,sms_legacy
 Immediate action needed to secure your email account.,1,email
HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,0,sms
FREE entry into our Â£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,1,sms_legacy
Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,0,sms
Ok... U enjoy ur shows...,0,sms_legacy
"Subject: Weekly status report

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

I'll share the slides later today.

Best,
Cameron Garcia",0,phishing
"Subject: Workshop recap

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Feel free to add notes before we meet.

Best,
Avery Martinez",0,phishing
"Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: help me, dating, traveler, payment verification, wallet stolen

Support Desk,
Sam Lee",1,phishing
Designation is software developer and may be she get chennai:),0,sms_legacy
"Subject: Project update

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Let me know if the timing works for you.

Best,
Jordan Martinez",0,phishing
"Subject: Team lunch planning

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Let me know if the timing works for you.

Best,
Cameron Patel",0,phishing
"Dear customer, your login has been restricted. Use the secure link to update password and restore access. Enter your verification code to continue.

Keywords: activation code authentication verification code sign in

Support Desk,
Avery Singh",1,phishing
"Notice, final warning. Failure to respond will freeze your account. Immediate action is required to avoid penalty. Your case will be referred to prosecution if unresolved.

Keywords: consequences seize prison freeze penalty

Support Desk,
Cameron Wong",1,phishing
"Subject: Conference registration

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Jordan Patel",0,phishing
Mm i am on the way to railway,0,sms_legacy
"Notice, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: reset, sign in, account, authentication, change password, access code

IT Desk,
Avery Khan",1,phishing
Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,0,sms_legacy
"Account holder, this is the cia accounts team. There are security concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a restriction.

Keywords: apple executive facebook

Compliance Team,
Casey Garcia",1,phishing
Not directly behind... Abt 4 rows behind Ã¼...,0,sms_legacy
When should I come over?,0,sms_legacy
"Subject: Performance feedback

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Thanks for reviewing the document.

Best,
Avery Khan",0,phishing
Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,1,sms
get ready to moan and scream :),0,sms_legacy
You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,0,sms
Y Ì_ wan to go there? C doctor?,0,sms
"Subject: Conference registration

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Feel free to add notes before we meet.

Best,
Casey Lee",0,phishing
"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",0,sms_legacy
"Dear customer, this is an expires today notice regarding your account. Your access will be limited within 24 hours. To avoid interruption, respond asap. This offer is last chance and ends soon. Follow the instructions now.

Keywords: deadline 48 hours quick final notice expire

Security Team,
Cameron Khan",1,phishing
"Account holder, congratulations! You are the selected recipient of a prize. To collect your gift of £2,500, please provide your credit card to process the amount. This offer is limited time.

Keywords: amount deposit

Compliance Team,
Jordan Garcia",1,phishing
"Dear user, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: expire, quick, expires, limited time, expires midnight

Account Services,
Riley Garcia",1,phishing
"Notice, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: deployed, wallet stolen, replacement cards

IT Desk,
Alex Nguyen",1,phishing
"Subject: Invoice confirmation

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Appreciate your feedback on this draft.

Best,
Alex Martinez",0,phishing
Its a part of checking IQ,0,sms
"Subject: Budget planning

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Feel free to add notes before we meet.

Best,
Sam Patel",0,phishing
Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,0,sms_legacy
"Subject: Project update

Sharing the revised documentation with examples. The endpoints are described in section two.

Thanks for reviewing the document.

Best,
Morgan Martinez",0,phishing
"Hello, your profile has been suspended. Use the secure link to verify your username and restore access. Enter your verification code to continue.

Keywords: change password log in

Compliance Team,
Avery Nguyen",1,phishing
"Dear user, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: we talked about, might understand, medical conference, charity gala, you were wearing

Support Desk,
Avery Khan",1,phishing
"Subject: Invoice confirmation

Thanks for attending the workshop. Here are the links to references and the slide deck.

I'll share the slides later today.

Best,
Riley Martinez",0,phishing
"Dear user, congratulations! You are the winner of a prize. To claim your gift of $10,000, please provide your credit card to process the sum. This offer is available today only.

Keywords: 10000 profit

Compliance Team,
Morgan Martinez",1,phishing
"Attention, we detected a security alert on your account. To restore access, please update your information. Your account may be locked until you reactivate it.

Keywords: violation recover temporary hold suspicious activity

Risk Operations,
Alex Brown",1,phishing
"Subject: Networking event details

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

I'll share the slides later today.

Best,
Jamie Lee",0,phishing
Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,0,sms
"Subject: Lab booking confirmation

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Thanks for reviewing the document.

Best,
Casey Khan",0,phishing
"Subject: Project update

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Cameron Martinez",0,phishing
"Subject: Project update

Thanks for attending the workshop. Here are the links to references and the slide deck.

Appreciate your feedback on this draft.

Best,
Cameron Khan",0,phishing
"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",1,sms_legacy
If I get there before you after your ten billion calls and texts so help me god,0,sms
You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,0,sms_legacy
Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,0,sms_legacy
We're done...,0,sms_legacy
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,0,sms_legacy
"Hello, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: security code, reset, sign in, pin, login, recover account

IT Desk,
Riley Lee",1,phishing
"Subject: Project update

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Sam Singh",0,phishing
"Dear customer, this is an final notice notice regarding your account. Your access will be limited today. To avoid interruption, complete the form now. This offer is last chance and ends soon. Follow the instructions now.

Keywords: time sensitive while supplies last expires

Account Services,
Casey Nguyen",1,phishing
"Hello, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: repair, troubleshoot, spyware, database, scan, system administrator

Security Team,
Sam Singh",1,phishing
"Not for possession, especially not first offense",0,sms
"Account holder, this is an quick notice regarding your account. Your access will expire soon. To avoid interruption, complete the form now. This offer is last chance and expires midnight. Follow the instructions now.

Keywords: expires 24 hours limited time ends soon instantly

IT Desk,
Taylor Patel",1,phishing
Just glad to be talking to you.,0,sms
Howz pain.it will come down today.do as i said ystrday.ice and medicine.,0,sms_legacy
"Notice, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: system administrator, repair, upgrade

IT Desk,
Jordan Khan",1,phishing
"Subject: Budget planning

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Appreciate your feedback on this draft.

Best,
Morgan Nguyen",0,phishing
"Dear user, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: temporary loan, remembered you mentioning, emergency loan, transfer back

Sincerely,
Cameron Martinez",1,phishing
"Dear customer, your account has been suspended. Use the secure link to update password and restore access. Enter your username and password to continue.

Keywords: settings profile change password verification code

Sincerely,
Riley Kim",1,phishing
URGENT We are trying to contact you Last weekends draw shows u have won a Â£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,1,sms_legacy
I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,0,sms
Old Orchard near univ. How about you?,0,sms
Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,0,sms
"Subject: Lab availability

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Appreciate your feedback on this draft.

Best,
Avery Lee",0,phishing
"Subject: Onboarding checklist

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Feel free to add notes before we meet.

Best,
Avery Brown",0,phishing
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,0,sms
They don't put that stuff on the roads to keep it from getting slippery over there?,0,sms
"Notice, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: trojan, security software, antivirus, it department, network admin, upgrade

Compliance Team,
Casey Kim",1,phishing
I'm home...,0,sms
"Subject: Invoice confirmation

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Thanks for reviewing the document.

Best,
Alex Patel",0,phishing
Am also doing in cbe only. But have to pay.,0,sms
"Attention, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: trojan, malware, tech support, virus, help desk, firewall

Compliance Team,
Avery Garcia",1,phishing
"Subject: Conference registration

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Thanks for reviewing the document.

Best,
Alex Garcia",0,phishing
"Dear customer, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: help desk, troubleshoot, bug, spyware

Regards,
Jordan Martinez",1,phishing
"Hi there, congratulations! You are the winner of a refund. To claim your gift of $1,200, please provide your routing number to process the total. This deal is available today only.

Keywords: offer winner win

IT Desk,
Sam Kim",1,phishing
"Dear customer, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: might understand, but, hotel asking, you were wearing

Regards,
Avery Kim",1,phishing
"Subject: Quarterly roadmap

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Feel free to add notes before we meet.

Best,
Casey Garcia",0,phishing
"Dear user, this is the attorney accounts team. There are security violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a hold.

Keywords: chase mastercard apple police

Sincerely,
Avery Khan",1,phishing
"Subject: Weekly status report

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Appreciate your feedback on this draft.

Best,
Casey Garcia",0,phishing
"Notice, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: personal information, account, change password, verification code, sign in, username

Support Desk,
Morgan Brown",1,phishing
"Subject: Weekly status report

Sharing the revised documentation with examples. The endpoints are described in section two.

Feel free to add notes before we meet.

Best,
Avery Wong",0,phishing
We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,1,sms
"Notice, we detected a login attempt on your account. To restore access, please validate your information. Your account may be locked until you recover it.

Keywords: access denied blocked reactivate

Sincerely,
Sam Nguyen",1,phishing
"Hello, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: replacement cards, personal story, might understand

Sincerely,
Casey Lee",1,phishing
"Attention, final warning. Failure to respond will freeze your account. Immediate action is required to avoid penalty. Your case will be referred to the judge if unresolved.

Keywords: action required summons fine jail

Regards,
Riley Kim",1,phishing
"Hello, congratulations! You are the winner of a reward. To claim your gift of $10,000, please provide your routing number to process the amount. This offer is available today only.

Keywords: inheritance dollar

Support Desk,
Avery Khan",1,phishing
"Hello, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: technical support, trojan, help desk, malware

IT Desk,
Sam Patel",1,phishing
"Notice, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: instantly, while supplies last, final notice

Compliance Team,
Morgan Patel",1,phishing
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,1,sms
"Subject: Budget planning

Sharing the revised documentation with examples. The new endpoints are described in section two.

I'll share the slides later today.

Best,
Alex Martinez",0,phishing
From here after The performance award is calculated every two month.not for current one month period..,0,sms_legacy
"Notice, this is an act fast notice regarding your account. Your access will be limited today. To avoid interruption, complete the form now. This offer is last chance and ends soon. Follow the instructions immediately.

Keywords: deadline 24 hours 48 hours limited time today only

Sincerely,
Casey Garcia",1,phishing
"Subject: Performance feedback

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Feel free to add notes before we meet.

Best,
Alex Kim",0,phishing
"Notice, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: deadline, today only, don't wait

Account Services,
Taylor Khan",1,phishing
"Hello, we detected unusual activity on your account. To verify access, please validate your information. Your account may be locked until you reactivate it.

Keywords: malware detected locked hacked

Support Desk,
Sam Brown",1,phishing
"Subject: Training session notes

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

I'll share the slides later today.

Best,
Alex Garcia",0,phishing
"Subject: Onboarding checklist

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

I'll share the slides later today.

Best,
Sam Garcia",0,phishing
